user_screen_name,lang,hashtag,user_id,score,astroturf,fake_follower,financial,other,overall,self_declared,spammer,most_recent_post_time,recent_tweets_per_week,number_of_tweets,following,followers,numberOfLikes,vi,in,en,ja,und,zh,ko,es,pt,tr,ht,de,fr,fa,ar,th,nl,it,bn,hi
poisonapple613,en,#bts,1287987009215172610,0.82,0.04,0.23,0.25,0.82,0.82,0.03,0.05,0.8751410665228403,0.0021412653205899164,0.011529481747753015,0.005436848908828226,0.0001735669875589663,0.01246556818140249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cXmC2gd7t9fTTo,en,#bts,1177694917658910721,0.83,0.15,0.48,0.31,0.83,0.83,0.04,0.03,0.8761558938839107,0.028569878909092548,0.14668176358179844,0.004524370770283628,0.0001301752406692247,0.2174164338695694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seokjin_knee,en,#bts,1079906892598497280,0.74,0.26,0.55,0.43,0.74,0.74,0.07,0.04,0.8774493847954101,0.026188922729948164,0.0544956936772945,0.01178617595620105,0.00020662736614162654,0.08871124095993288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satyumihyo,en,#bts,1360580802917011460,0.85,0.13,0.55,0.57,0.85,0.85,0.02,0.03,0.8750694687571953,0.002093646197007029,0.007975664521696284,0.00513268952931336,8.26509464566506e-06,0.013708101095111688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jorgefe15057570,en,#bts,1071643912580681728,0.8,0.09,0.72,0.4,0.8,0.8,0.05,0.15,0.8729682162694095,0.0019269792644669222,0.0020437002079442624,0.035016348566648925,3.306037858266024e-05,0.004039756175778778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bubujoon,en,#bts,1207875603602591745,0.74,0.21,0.25,0.2,0.74,0.74,0.01,0.04,0.8734094729836713,0.0005460246805631809,0.012034981611804187,0.04197399437305148,0.002124129323935921,0.04830148555235404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perso7na_,en,#bts,1314952297303113728,0.78,0.2,0.51,0.45,0.78,0.78,0.04,0.0,0.8770560701973512,0.004760317117648735,0.0037606126249867563,0.004638430537601703,1.8596462952746386e-05,0.03286310555189069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rydlmera,en,#bts,965760313344770051,0.71,0.07,0.26,0.17,0.71,0.71,0.0,0.1,0.874922646026324,0.001569835837595265,0.0025326053794887046,0.0057029883659037335,0.00021075991346445905,0.0060456115664084455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temin_Ca,es,#bts,1391946186668523521,0.71,0.12,0.35,0.09,0.71,0.71,0.03,0.16,0.759222391491536,0.00016507169190007993,0.00048252259750339234,0.00038019922439358223,2.0662736614162654e-05,0.0001353495126807861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chananya97,th,#bts,931000123731017729,0.79,0.05,0.68,0.35,0.79,0.79,0.09,0.13,0.8751577831817795,0.00547460397139205,0.07758274049858116,0.0085544825488556,4.132547322832531e-05,0.006377278840725327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TranNguyen28,en,#bts,2953290784,0.83,0.17,0.3,0.32,0.83,0.83,0.0,0.05,0.8684367400622617,0.0004984055569802933,0.015733045011188652,0.054254429320964186,0.0004876405840942386,0.022569226398276306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KatherineHuarc5,en,#bts,1299919572884246528,0.93,0.14,0.64,0.36,0.93,0.93,0.02,0.14,0.8752408933634864,0.004760317117648735,0.006870202697786395,0.01220439510303399,1.4463915629913857e-05,0.014145853122610807,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AltamiraLizeth,ko,#bts,892505284148682752,0.85,0.08,0.57,0.28,0.85,0.85,0.16,0.07,0.8770448731899485,0.002855552174333231,0.009013471060771041,0.03060603756368337,0.00023555519740145424,0.015479838409752969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ApricotGu,en,#bts,1170304620196876288,0.79,0.21,0.62,0.41,0.79,0.79,0.08,0.08,0.8774974846159427,0.03571274744652569,0.10435125602674554,0.041479735381339825,0.00011777759870072712,0.40683015099396536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matthew___11,ja,#bts,1312399617271631873,0.74,0.03,0.36,0.3,0.74,0.74,0.03,0.1,0.8727731360136761,0.003569839028076545,0.0021739047183816857,0.0027754543380731503,2.8927831259827715e-05,0.009813449351846545,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keun4061,en,#bts,929542783387426816,0.81,0.11,0.67,0.39,0.81,0.81,0.02,0.15,0.8289750164801024,0.00042697687160596186,0.00044295063844888133,0.0013306972853775378,2.066273661416265e-06,0.0007096704178397974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cotten_901,ko,#bts,1223266476536152066,0.75,0.17,0.15,0.27,0.75,0.75,0.01,0.06,0.8769193405435752,0.007855560150536432,0.009660664068533527,0.001026537905862672,5.785566251965543e-05,0.008906241807391546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juli72806723,en,#bts,1348548468537577477,0.74,0.15,0.65,0.47,0.74,0.74,0.03,0.05,0.8768256641717842,0.015950811159627327,0.007791846389314039,0.0014827769751349707,2.066273661416265e-06,0.007764916186948161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bangthoney,en,#bts,1037650253997113344,0.89,0.2,0.41,0.27,0.89,0.89,0.07,0.05,0.8763478200530518,0.018807958574600585,0.14056215159123953,0.02136719641091932,0.0014753193942512134,0.13182676725614834,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IssuesKim,en,#bts,1421615016629964801,0.74,0.22,0.22,0.12,0.74,0.74,0.0,0.06,0.8779004191781081,0.01166509003716744,0.008707107506800633,0.004334271158086838,4.959056787399037e-05,0.038631921268042026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bangtanie7__,en,#bts,1168300958012641281,0.94,0.1,0.42,0.37,0.94,0.94,0.01,0.08,0.8696128989525278,0.005236508353477612,0.006611070191719759,0.008858641928370466,0.00013844033531488977,0.054028842859215775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0506Leilani,es,#bts,1396959476377432072,0.72,0.16,0.71,0.39,0.72,0.72,0.1,0.01,0.8763550744522141,0.005236508353477612,0.003274260483058734,0.0031556535624667325,4.13254732283253e-06,0.005312773213965631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Just_smile_okey,en,#bts,1229103579102949377,0.85,0.14,0.36,0.43,0.85,0.85,0.01,0.03,0.8768376497008349,0.0023793609385043546,0.021285884426902293,0.005322789141510151,3.719292590549277e-05,0.10964895701616512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lis_Aan,en,#bts,1282787878507094016,0.8,0.2,0.66,0.36,0.8,0.8,0.01,0.08,0.8763989162558469,0.017379384867113955,0.03748868688751224,0.019618279978708842,7.645212547240182e-05,0.07617982706965866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangtan_MyLif3,en,#bts,1244058727558385665,0.85,0.11,0.36,0.39,0.85,0.85,0.0,0.04,0.8655622632463752,0.0002103098593038232,0.0008718596140074523,0.017299064709907993,0.00012810896700780845,0.002631389624911139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camila99072430,en,#bts,1127055348181929984,0.8,0.22,0.39,0.39,0.8,0.8,0.03,0.09,0.8748683957369365,0.022141297225402718,0.089980252315917,0.005626948521025017,7.438585181098554e-05,0.16665183105942089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stillwithj3k4,en,#bts,1364443900144873473,0.85,0.06,0.49,0.52,0.85,0.85,0.06,0.06,0.8639306542521819,0.0008555489838519505,0.0006088975635161856,0.0005322789141510152,2.066273661416265e-06,0.013453253814478495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speachgirl3ad,en,#bts,1441403932559876103,0.85,0.36,0.59,0.3,0.85,0.85,0.01,0.16,0.877982740838167,0.026188922729948164,0.014714386194237046,0.08520264618660178,0.0006570750243303724,0.026933333658497326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sevgi_exo_baek,en,#bts,927938286261284864,0.89,0.17,0.41,0.29,0.89,0.89,0.01,0.1,0.87715069279512,0.03571274744652569,0.9249741186622635,0.008668542316173675,0.0002458865657085356,0.708690048396596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oy7H09DfNFOFOiA,ja,#bts,1381553778478882817,0.96,0.1,0.62,0.31,0.96,0.96,0.19,0.12,0.8779627123883059,0.0012126924107236077,0.00046465139018845187,0.0008744582161052391,4.13254732283253e-06,0.0012681395782704282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamimi17,en,#bts,1139732072023482368,0.86,0.1,0.6,0.48,0.86,0.86,0.01,0.1,0.8318045475620488,0.00016269073572093557,0.0007914391810902202,0.0014447570526956125,0.0,0.0031081613317416558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgs1013_7w7,en,#bts,1386779808269586438,0.86,0.36,0.46,0.3,0.86,0.86,0.02,0.07,0.8290164927187911,0.0005460246805631809,0.004448654106611964,0.18785643677286898,0.0014381264683457206,0.0071064590982308235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skp2gdrck,ja,#bts,1138913395,0.82,0.04,0.52,0.29,0.82,0.82,0.04,0.1,0.8757438124706276,0.0019269792644669222,0.0051379721030453815,0.010987757584974526,5.785566251965543e-05,0.008055125051975432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWFYoDxIujKdBSh,ja,#bts,1358014895887843328,0.72,0.04,0.4,0.24,0.72,0.72,0.08,0.19,0.8107901302322355,0.0017603123319268154,0.0006484695225706966,0.002205155501482777,5.37231151968229e-05,0.0018095376289935727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taevtaehyungv,th,#bts,1428676308960116744,0.72,0.11,0.22,0.11,0.72,0.72,0.07,0.18,0.5935620361521405,0.0012841210960979391,0.0006854884520087875,0.0016728765873317618,2.4795283936995185e-05,0.0008681878651236009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BTS_jmluv4,ko,#bts,1313822278195408896,0.8,0.08,0.44,0.46,0.8,0.8,0.48,0.09,0.8778945841179123,0.0012603115343064954,0.002259431210531758,0.0003041593795148658,1.0331368307081327e-05,0.002655776924493262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yyyrp1,ja,#bts,1302417045510791171,0.74,0.07,0.74,0.11,0.52,0.74,0.09,0.28,0.7716681017760662,3.4119102047138985e-05,0.00012637496601279323,0.0014447570526956125,0.0,0.000969395158389414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring_2505,th,#bts,1219915402462912515,0.79,0.02,0.59,0.23,0.79,0.79,0.0,0.07,0.8749310043557936,0.0023793609385043546,0.004201010233819217,0.006615466504448331,2.686155759841145e-05,0.026515091470663908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AwaliyahMurni,en,#bts,1404034548208340995,0.89,0.22,0.49,0.45,0.89,0.89,0.02,0.08,0.8728661815681488,0.001069835039974945,0.001013552757718766,0.004676450460041061,1.2397641968497592e-05,0.0014217795656378072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armybangtanvote,en,#bts,1391197070028021761,0.92,0.04,0.87,0.06,0.92,0.92,0.74,0.43,0.8731754397585231,5.316675148029402e-05,8.680300695828222e-05,0.0011405976731807467,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CataaTome,en,#bts,1070435940122927107,0.72,0.18,0.22,0.3,0.72,0.72,0.0,0.05,0.8729417219420342,0.0030936477922476687,0.059703874094791436,0.036955364611056196,0.0005558276149209754,0.08785402737962124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leop3107,en,#bts,1428476194320633857,0.94,0.14,0.51,0.49,0.94,0.94,0.02,0.07,0.878418162492233,0.01666509801337064,0.012290284573446194,0.006349327047372824,1.8596462952746386e-05,0.021006000495062183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happy64032102,en,#bts,943105499842490368,0.87,0.16,0.49,0.41,0.87,0.87,0.08,0.12,0.8786245974596987,0.30952270804812954,0.3660099848988298,0.011063797429853243,0.0004463151108659133,0.4068752674981923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTSISUNIQUE,en,#bts,1121312164655005696,0.87,0.33,0.33,0.38,0.87,0.87,0.01,0.07,0.8712719485000742,0.017855576102942833,0.09282177427899252,0.054710668390236486,0.0005558276149209754,0.09962455752293321,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjkdoubunny,en,#bts,1079090931532472320,0.74,0.41,0.22,0.13,0.74,0.74,0.0,0.0,0.873678516569994,0.004760317117648735,0.12373002733018204,0.07930955820850126,0.004783423526178654,0.14151706074510517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AtRaMeY12,ko,#bts,1459015614773800971,0.72,0.15,0.55,0.18,0.72,0.72,0.34,0.38,0.8736088112563042,0.0002222146401995451,3.5742414629880917e-05,0.0002661394570755076,0.0,7.194253376726468e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mygparxdise,ko,#bts,1264068913459060738,0.75,0.07,0.37,0.11,0.75,0.75,0.23,0.19,0.854493311759381,0.00023650037727441137,0.0086522173700476,0.002547334803437001,0.00015083797728338737,0.01651385991203501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
potato9_sweet,en,#bts,803177712949035008,0.84,0.16,0.44,0.29,0.84,0.84,0.01,0.03,0.8785690855356743,0.01190318565508188,0.2992878323884996,0.023306212455326592,0.0002148924607872916,0.06263877897668452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarisu174,ja,#bts,1091802642,0.98,0.07,0.98,0.61,0.84,0.98,0.59,0.55,0.5850847976180338,3.5714342687165717e-07,1.2765148082100327e-06,0.00041821914683294045,0.0,1.2193649791061811e-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessic53603136,und,#bts,1364344769099354114,0.865,0.0,0.8,0.12,0.865,0.865,0.65,0.78,0.7492035931354459,2.459527733056146e-05,2.553029616420065e-05,0.0037259523990571058,2.066273661416265e-06,2.0729204644805077e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purpleland_2,en,#bts,1437011095202500621,0.86,0.07,0.49,0.33,0.86,0.86,0.02,0.05,0.8776020425864771,0.009046038240108622,0.0044946086397075246,0.003383773097102882,0.0001549705246062199,7.925872364190176e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myuniversebts77,en,#bts,1328014099872182272,0.9,0.09,0.59,0.46,0.9,0.9,0.02,0.09,0.8716233137464556,0.0017603123319268154,0.004163991304381127,0.0017869363546498364,4.13254732283253e-06,0.008685536746173329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAVEME_1MF1NE,en,#bts,929956997201408000,0.74,0.5,0.56,0.18,0.74,0.74,0.0,0.02,0.8763877192484443,0.026188922729948164,0.09402042168390175,0.07451904798114212,0.003597382444525718,0.20385465657195045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atinykingmaker,en,#bts,1189961589660803075,0.85,0.1,0.62,0.52,0.85,0.85,0.02,0.07,0.8671886679976912,0.0016174549611781526,0.00432866171464022,0.014713709984031632,5.37231151968229e-05,0.0019253773020086599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kj922769,en,#bts,838210929619787776,0.78,0.29,0.6,0.31,0.78,0.78,0.07,0.05,0.8797349936445155,0.10237952046256836,0.15560587860599476,0.19055585126606342,0.0008285757382279224,0.03853924952962996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MarlenValdes9,es,#bts,1305999087154728960,0.87,0.08,0.69,0.32,0.87,0.87,0.13,0.0,0.8751439052007733,0.005950795207220926,0.0025338818942969147,0.0031556535624667325,1.653018929133012e-05,0.0025765182008513606,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
memikpoper,es,#bts,1220134406557442049,0.72,0.13,0.54,0.25,0.72,0.72,0.11,0.02,0.879898533034326,0.011188898801338564,0.02545498179051626,0.026842065242186904,0.000202494818818794,0.041008463612319974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ARMYForce_votos,es,#bts,1390930033124970502,0.71,0.15,0.21,0.0,0.71,0.71,0.36,0.2,0.8749847815321922,0.012141281272996317,0.022106683448581344,0.00045623906927229867,0.031113948793606124,3.0484124477654528e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_777_bts,ja,#bts,1458021619008688128,0.79,0.12,0.79,0.33,0.76,0.79,0.52,0.33,0.7579378897268245,8.888109416745974e-05,1.6594692506730424e-05,0.00019009961219679112,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reretw7,ko,#bts,1253865904439349248,0.75,0.13,0.67,0.31,0.75,0.75,0.0,0.1,0.879772054161975,0.005236508353477612,0.003985279231231722,0.01197627556839784,1.0331368307081327e-05,0.004920137690693441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JAnne51459582,en,#bts,1381247116329152516,0.82,0.1,0.56,0.43,0.82,0.82,0.08,0.04,0.8788110039773032,0.0016174549611781526,0.003163203694744461,0.003611892631739031,8.26509464566506e-06,0.007997814897957442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barbzz_nikki,en,#bts,492687679,0.72,0.03,0.72,0.21,0.52,0.72,0.04,0.72,0.8204143523556295,5.952390447860952e-07,3.5742414629880917e-05,0.0023192152688008517,2.066273661416265e-06,0.0007779548566697436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KimyJungJH,ko,#bts,1436314115878891523,0.74,0.16,0.54,0.34,0.74,0.74,0.07,0.14,0.8317122905292242,0.00037935774802307423,0.00020679539893002529,0.00171089650977112,8.88497674408994e-05,0.00020973077640626313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
purpleuKMJP,en,#bts,971444790977089541,0.76,0.43,0.65,0.36,0.76,0.76,0.07,0.05,0.8696570561648199,0.0016650740847610403,0.08855438527514639,0.13592122272070564,0.007023264175153886,0.15071107268756576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G9La4,ja,#bts,4793310942,0.86,0.13,0.83,0.42,0.86,0.86,0.13,0.21,0.8763041359537485,1.4833356996069494e-05,0.00028338628742262726,0.009504980609839555,4.13254732283253e-06,0.006808934043328915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naga4444m,ja,#bts,1444572573451186176,0.86,0.02,0.77,0.4,0.86,0.86,0.05,0.15,0.8302060564770746,0.00030792906264874283,6.510225521871167e-05,0.001900996121967911,0.0,0.004169008863564033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pjmxvote01,en,#bts,1074707188894056448,0.75,0.08,0.43,0.25,0.75,0.75,0.01,0.19,0.8736233200546287,0.0001555478671835024,0.004012086042204132,0.0012926773629381796,5.9921936181071695e-05,0.00026704093042425367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
changwook46,en,#bts,925700240803471361,0.8,0.18,0.4,0.27,0.8,0.8,0.03,0.05,0.8800403092266496,0.020236532282087213,0.13287753244581513,0.0049045699946772105,0.00030787477555102355,0.25636782876213726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
katy_quispe7,en,#bts,832655611800276992,0.81,0.14,0.19,0.26,0.81,0.81,0.0,0.01,0.8795859630530296,0.0023793609385043546,0.0392400652043764,0.003801992243935822,0.00011777759870072712,0.03497260696574438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
niallcIub,pt,#bts,3377608606,0.73,0.41,0.73,0.08,0.67,0.73,0.2,0.09,0.8802856971635299,0.057141353058825124,0.20489211535098412,0.6380503383773097,0.03754832497525637,0.11751142240144177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aramaraa_,en,#bts,1456902513160978440,0.87,0.11,0.67,0.48,0.87,0.87,0.12,0.17,0.8768996275023735,0.007855560150536432,0.0014577799109758572,0.00041821914683294045,0.0,0.0012279005339599243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gabriel97078482,pt,#bts,1451330462153072640,0.71,0.16,0.35,0.03,0.71,0.71,0.06,0.22,0.8798526410744081,0.008331751386365308,0.0039444307573690005,0.01349707246597217,6.405448350390423e-05,0.020445092604673337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Issa_1230,en,#bts,165780320,0.89,0.04,0.59,0.37,0.89,0.89,0.06,0.17,0.8394454800362089,0.0010936446017663886,0.0005323066750235837,0.0022431754239221353,1.0331368307081327e-05,0.0002524085506749795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anasecilia9,es,#bts,1377571134888153093,0.8883333333333334,0.07,0.81,0.86,0.8883333333333334,0.8883333333333334,0.67,0.44,0.5850988333033695,1.4285737074866266e-07,1.2765148082100327e-06,0.000342179301954224,0.0,0.0010998672111537753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kikahi1,ja,#bts,1192272202990673923,0.83,0.11,0.45,0.3,0.83,0.83,0.1,0.1,0.8724082081949478,0.001426978466846602,0.0013173632820727536,0.0031176336400273743,8.678349377948315e-05,0.005794422380712572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minshokiee,en,#bts,1407102770470166530,0.74,0.04,0.47,0.46,0.74,0.74,0.06,0.28,0.6792103113398875,2.9357189688850223e-05,2.6806810972410686e-05,0.0014827769751349707,1.2397641968497592e-05,0.0020156103104625174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park_Wolf352,en,#bts,1079650387987230720,0.86,0.15,0.4,0.43,0.86,0.86,0.01,0.05,0.8792721314370965,0.002855552174333231,0.03345617660837674,0.0016348566648924036,1.0331368307081327e-05,0.03952205770278954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peachyggukmin,en,#bts,1048843981021483008,0.92,0.12,0.3,0.28,0.92,0.92,0.01,0.03,0.8797681115537346,0.009760325093851935,0.013153208583796176,0.0028514941829518668,0.000272748123306947,0.024593372263592567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amandasifuente7,en,#bts,1262139268236967937,0.77,0.15,0.54,0.33,0.77,0.77,0.0,0.05,0.8767408192424515,0.009998420711766374,0.027884189470539954,0.025359288267051937,0.00026448302866128193,0.13535926760061895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yiyi50522380,es,#bts,1317308265722728449,0.76,0.03,0.76,0.52,0.69,0.76,0.52,0.44,0.5844863096871461,2.3809561791443834e-08,3.829544424630098e-06,7.603984487871645e-05,0.0,3.658094937318543e-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Krista_Hersant,en,#bts,1216090852919070720,0.83,0.05,0.78,0.6,0.83,0.83,0.06,0.34,0.8775641935473697,8.880966548208542e-06,4.850756271198124e-05,0.003763972321496464,2.066273661416265e-06,0.0011961970445031637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eimn15,ja,#bts,1141991608763613184,0.76,0.01,0.45,0.33,0.76,0.76,0.12,0.05,0.8800666458496952,0.004284125881819859,0.0005208180417496934,0.006159227435176032,7.025330448815301e-05,0.023309380940593757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RKjMwzbUVA5tTew,ja,#bts,1190825130470957057,0.82,0.04,0.63,0.38,0.82,0.82,0.08,0.18,0.7575333781213629,2.459527733056146e-05,0.00014935223256057383,0.0002661394570755076,0.0,0.0012827719580197025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaeGamoza,en,#bts,1302198200862793730,0.8,0.1,0.59,0.39,0.8,0.8,0.03,0.08,0.879501906645345,0.028569878909092548,0.03435229000374019,0.021025017108965097,0.0001776995348817988,0.11413012331438034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OcaRafita,en,#bts,1439213752247721988,0.79,0.07,0.56,0.41,0.79,0.79,0.03,0.14,0.8053176322902769,0.0004745959951888495,0.0003050870391621978,0.002053075811725344,2.066273661416265e-06,0.0007803935866279558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erika_3697,en,#bts,855094963436236801,0.85,0.22,0.35,0.23,0.85,0.85,0.02,0.03,0.8800087683607266,0.0195222454283439,0.28326118897142266,0.005931107900539883,0.0004814417631099898,0.06586034125148306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chi_1698,en,#bts,805002303350505472,0.86,0.11,0.64,0.38,0.86,0.86,0.03,0.08,0.8708168138048062,0.01166509003716744,0.01090781903615473,0.011291916964489392,1.653018929133012e-05,0.04471777187876098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mori_min_9597_,en,#bts,3012391237,0.88,0.42,0.57,0.23,0.88,0.88,0.01,0.03,0.8785388063043883,0.005236508353477612,0.09771337902405337,0.0726180518591742,0.0035808522552343877,0.342585468339798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MarkBugden3,en,#covid,1382471623240929281,0.72,0.34,0.4,0.49,0.72,0.72,0.05,0.22,0.9918917895971916,0.00011507161213804794,0.00016977646949193435,0.0005322789141510152,8.26509464566506e-06,0.0005096945612663837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broadlawns,en,#covid,16939485,0.73,0.29,0.67,0.34,0.73,0.73,0.04,0.02,0.9820693331314718,0.006665082060964241,0.0077075964119721774,0.034978328644209564,0.0001776995348817988,0.009541530961505867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaVaPartouzer,fr,#covid,1460210791391629316,0.9016666666666666,0.02,0.44,0.36704761904761907,0.9016666666666666,0.9016666666666666,0.7,0.46556892230576435,0.6197102025239001,1.030954025569517e-05,1.2765148082100327e-06,0.0002661394570755076,1.0331368307081327e-05,3.658094937318543e-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
