user_screen_name,lang,hashtag,user_id,score,astroturf,fake_follower,financial,other,overall,self_declared,spammer,most_recent_post_time,recent_tweets_per_week,number_of_tweets,following,followers,numberOfLikes,vi,in,en,ja,und,zh,ko,es,pt,tr,ht,de,fr,fa,ar,th,nl,it,bn,hi
0b3v6lJHRJTDeEu,th,#covid,1397836733576663040,0.79,0.17,0.41,0.31,0.79,0.79,0.11,0.08,0.994156108361799,0.006665082060964241,0.012846845029825768,0.00019009961219679112,4.132547322832531e-05,0.012231450105414102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
copagex,fr,#covid,305247610,0.97,0.0,0.27,0.02,0.97,0.97,0.88,0.447,0.9919242766890922,0.00023650037727441137,0.001879029797685168,0.0008364382936658809,0.00023968774472428678,2.0729204644805077e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JVER2ME,en,#covid,900113336,0.93,0.93,0.62,0.3,0.76,0.93,0.09,0.14,0.9949189242041451,0.10714143282085713,0.21595439267893227,0.4115276404836134,0.02310920462927951,0.00046091996210213647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AD3jwMAjd95rDIx,th,#covid,1397831232520548354,0.8,0.19,0.45,0.25,0.8,0.8,0.22,0.14,0.7242145535863541,0.001426978466846602,0.002545370527570805,0.00011405976731807467,1.2397641968497592e-05,0.00354103589932435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JuliaLoomans74,nl,#covid,2989531403,0.86,0.28,0.62,0.05,0.86,0.86,0.57,0.41,0.9881896804594873,0.004522221499734297,0.018852847202453973,0.1757280815147137,0.0010641309356293766,0.0013449595719541177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GaigherAmauri,pt,#covid,1294819740947566592,0.96,0.96,0.32,0.0,0.26,0.96,0.02,0.01,0.9925631369283612,0.01166509003716744,0.03591346761418106,0.30237244316021594,0.015079665181015904,0.0282100087916215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Medimagazine,it,#covid,522654414,0.84,0.05,0.55,0.03,0.84,0.84,0.83,0.54,0.9984024551410035,0.0007603107366861752,0.01485735585275657,0.004296251235647479,0.0005992193618107169,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IrisMirandaPer5,es,#covid,1407144755587424257,0.79,0.05,0.63,0.11,0.71,0.79,0.79,0.26,0.9896314134408246,9.602396270489288e-05,0.00010850375869785278,0.0014827769751349707,0.0,2.9264759498548345e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
covid19bot6,fr,#covid,1245986643527585792,0.97,0.09,0.38,0.03,0.91,0.97,0.97,0.23,0.9883134783582348,0.0026174565564187928,0.014402916581033797,0.0015968367424530454,0.003138669691691307,1.3413014770167992e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SimmBa_ad,fr,#covid,606782349,0.74,0.09,0.44,0.21,0.74,0.74,0.15,0.02,0.9860560985841306,0.0026174565564187928,0.004409082147557453,0.008516462626416242,0.00014670542996055483,0.009793939512180846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JFPerseveranda,en,#covid,274645845,0.8,0.8,0.38,0.03,0.37,0.8,0.01,0.02,0.9979722377298146,0.0013555497814722705,0.07316344623255802,0.5665728841913162,0.03028124050805537,0.008703827220859921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saltedbayonet,en,#covid,118870812,0.77,0.77,0.61,0.12,0.61,0.77,0.09,0.04,0.998871625521607,0.11904621371657903,0.4353400571623331,0.27724127442780017,0.029626231757386413,0.21040996269962528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
icheja_chiapas,und,#covid,245463334,0.75,0.08,0.33,0.01,0.75,0.75,0.22,0.15,0.9900464912363705,0.0002603099390658552,0.012605583731074073,0.03433198996274048,0.002359684521337375,0.014747000057310155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
viewsfordays,en,#covid,22658326,0.89,0.89,0.25,0.02,0.28,0.89,0.02,0.01,0.9983597172676779,0.008093655768450869,0.20716941776883083,0.6739791650825032,0.036699086500414285,0.22053556948612302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johanna29552612,es,#covid,1347337064975638528,0.73,0.14,0.46,0.01,0.73,0.73,0.5,0.22,0.9959996719749944,0.004522221499734297,0.013894863687366206,0.007527944642992928,0.0010558658409837115,0.0059675722077456505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SajalDe99946941,bn,#covid,1421810498245332993,0.78,0.13,0.71,0.36,0.78,0.78,0.15,0.1,0.635656475812887,0.0002603099390658552,0.0003089165835868279,0.001178617595620105,4.13254732283253e-06,0.0002975250549019082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HrsJuc,es,#covid,929227358,0.72,0.38,0.37,0.24,0.72,0.72,0.02,0.02,0.9861644414585758,0.0011888828489321638,0.07189969657243009,0.04391301041745875,0.0026035048133844943,0.08990621863945694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zuzurun29511439,th,#covid,1420665352128647170,0.91,0.16,0.61,0.32,0.91,0.91,0.37,0.18,0.9273200672451262,0.004522221499734297,0.004364404129270101,0.0024332750361189264,2.0662736614162654e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
psychiclady123,en,#covid,796473872,0.72,0.72,0.31,0.02,0.53,0.72,0.01,0.06,0.9929247529561677,0.013569854980482946,0.1554348256216946,0.07596380503383773,0.004467283655981966,0.10669443567179085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChrisRi80029765,en,#covid,1019402068560437248,0.86,0.86,0.17,0.0,0.47,0.86,0.01,0.0,0.9988411885859915,0.0195222454283439,0.22844381356245924,0.1900996121967911,0.0029155121362583504,0.1776822066604154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valcarcel_fiel,es,#covid,1377373677440864257,0.89,0.22,0.62,0.27,0.89,0.89,0.16,0.04,0.9913332008616964,0.002855552174333231,0.02850457566733003,0.05516690745950878,0.001161245797715941,0.04170715974534782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gayathri_gundam,und,#covid,782226702336352258,0.83,0.0,0.73,0.06,0.83,0.83,0.57,0.2,0.9976301770388805,0.0011174541635578324,0.001253537541662252,0.01026537905862672,4.3391746889741574e-05,0.0020485331648983844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stillwindOne,en,#covid,1460099068923949059,0.74,0.04,0.74,0.68,0.73,0.74,0.45,0.67,0.679147071903712,2.6976233509705838e-05,5.106059232840131e-06,0.00041821914683294045,0.0,9.511046837028212e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LauraKei1,en,#covid,1241384749383458817,0.85,0.19,0.38,0.37,0.85,0.85,0.01,0.04,0.9940714211367959,0.0005222151187717372,0.013806784165599714,0.01136795680936811,0.00014670542996055483,0.007968550138458893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JosyMaginet,fr,#covid,1456997281622892554,0.81,0.12,0.81,0.26,0.75,0.81,0.25,0.13,0.9991774142167299,0.018807958574600585,0.0034236127156193077,0.003611892631739031,8.26509464566506e-06,1.097428481195563e-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
InformativosTA,es,#covid,187916494,0.81,0.09,0.63,0.02,0.81,0.81,0.55,0.14,0.9965514794243161,0.005950795207220926,0.22736771157913818,0.393658276937115,0.16869471426534674,0.0009681757934103078,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Artis_Elemental,en,#covid,47096359,0.85,0.85,0.43,0.28,0.54,0.85,0.03,0.02,0.996075527757539,0.04285561598395883,0.7346674615098873,0.30628849517146983,0.015224304337315043,0.1174772801820268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MStupeur,fr,#covid,1247848211915685890,0.72,0.19,0.72,0.29,0.56,0.72,0.35,0.35,0.9983828998041312,1.554764384981281e-05,1.1488633273890293e-05,0.0009504980609839555,2.066273661416265e-06,8.535554853743267e-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dij75303003,fr,#covid,1233487483008114697,0.75,0.07,0.43,0.25,0.75,0.75,0.12,0.1,0.98971105412728,0.0022365035677556918,0.024932887233958357,0.0038780320888145386,0.00011571132503931086,0.016321200245336235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gauravvyas4346,hi,#covid,1349297039075512320,0.88,0.08,0.49,0.32,0.88,0.88,0.21,0.06,0.9863901163542544,0.0006412629277289561,0.0016339389545088417,0.0062352672800547486,9.091604110231568e-05,0.002141204903310454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DailyVoicePA,en,#covid,1374818489643499523,0.73,0.02,0.45,0.06,0.73,0.73,0.71,0.34,0.9955305015943908,0.0022841226913385792,0.004418017751214923,0.0034598129419815982,0.00018183208220463136,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mariadelpilarwi,es,#covid,846383271160270848,0.81,0.81,0.15,0.01,0.37,0.81,0.04,0.0,0.9977128141075985,0.009046038240108622,0.2348506413848654,0.04478746863356399,0.0037916121686988468,0.35126125016613846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sun_Moon_13,en,#covid,1068039158285819904,0.74,0.3,0.66,0.47,0.74,0.74,0.14,0.17,0.9940903456563497,0.009046038240108622,0.03611515695387824,0.02273591361873622,0.0007748526230310995,0.002509453127000521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larampait,it,#covid,1270199540,0.88,0.04,0.48,0.04,0.88,0.88,0.61,0.47,0.9959356440171708,0.007141273296793116,0.15569140509814483,0.018059463158695156,0.0010641309356293766,9.754919832849449e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BotForEquality,en,#covid,1345319606802640896,0.74,0.33,0.37,0.21,0.74,0.74,0.21,0.08,0.9990149787572268,0.05237944070053636,0.1820654775505723,0.0015968367424530454,0.004043697555391631,0.005035977363708528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SwitiGibi,fr,#covid,2756266869,0.76,0.1,0.3,0.23,0.76,0.76,0.04,0.11,0.9989227217244022,0.005950795207220926,0.03199073760855163,0.01859174207284617,0.00046284530015724344,0.07679072892419087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
curiocat13,en,#covid,747349420983754752,0.82,0.82,0.22,0.1,0.41,0.82,0.07,0.0,0.9990160826875341,0.4047609552139048,0.9490389758266391,0.21865257394874915,0.010978111963104617,0.8221934181117158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pescallunes7,es,#covid,1374099740598603777,0.76,0.76,0.43,0.02,0.45,0.76,0.07,0.09,0.9992568971988557,0.057141353058825124,0.040969742769500994,0.17842749600790814,0.004864008198973888,0.03783079847676927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VsCOVID,es,#covid,1239805579805298688,0.98,0.03,0.96,0.13,0.9,0.98,0.98,0.62,0.9951919103987081,0.00037935774802307423,0.00195306765656135,0.007147745418599346,1.8596462952746386e-05,2.438729958212362e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BANK54687099,th,#covid,1439965503984791553,0.88,0.09,0.67,0.37,0.88,0.88,0.23,0.28,0.8053416033483783,0.00010554778742147042,6.893179964334176e-05,0.0001520796897574329,0.0,6.706507385083996e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bpB1fAFLvZHfkO6,th,#covid,1309015415318872070,0.76,0.08,0.76,0.13,0.74,0.76,0.14,0.58,0.6193405435752833,1.411907014232618e-05,4.850756271198124e-05,0.006121207512736674,0.0001363740616534735,2.316793460301744e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ac_Sayavedra,es,#covid,1359932752787873800,0.97,0.01,0.36,0.01,0.91,0.97,0.97,0.34,0.9935738639768616,0.00040316730981451807,0.0012650261749361424,0.000342179301954224,0.0002458865657085356,4.9993964143353426e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ciLiVxZJwQNvQfg,th,#covid,1395338431580962821,0.82,0.12,0.55,0.29,0.82,0.82,0.25,0.09,0.9874774877069475,0.005712699589306488,0.008758168099129033,0.0007603984487871645,3.099410492124398e-05,0.008469709144871534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PattyWinfield,en,#covid,1017278816,0.74,0.74,0.16,0.27,0.24,0.74,0.05,0.02,0.9921958435446887,0.0009269776692262819,0.05512501547774205,0.19006159227435176,0.008190708793854076,0.15508005740770323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SteppinOutRadio,en,#covid,262505637,0.78,0.07,0.4,0.03,0.78,0.78,0.6,0.36,0.9969195613296368,0.0019031697026754783,0.058948177328331096,0.027336324233898562,0.0012955535857079984,0.00026947966038246604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mkayg3,en,#covid,174771928,0.74,0.74,0.26,0.24,0.54,0.74,0.0,0.03,0.9951775593047132,0.018807958574600585,0.18905056658109762,0.1899475325070337,0.003872196841494081,0.30112462032022963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bpbriper,en,#covid,1116350609014382592,0.9,0.9,0.23,0.01,0.38,0.9,0.0,0.02,0.9948539500203438,0.018331767338771707,0.002621961416063407,0.1900235723519124,0.0049797195240132,0.001427876390533338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MiriamDiazCar,es,#covid,1460654968764043274,0.8,0.21,0.38,0.21,0.8,0.8,0.12,0.18,0.7207906348860902,0.0013555497814722705,0.0007071892037483581,0.001026537905862672,2.272901027557892e-05,0.000592611379845604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vicgrams,en,#covid,622030157,0.83,0.49,0.52,0.48,0.83,0.83,0.05,0.09,0.995868461972755,0.04999848452139198,0.27005309025087343,0.053227891415101515,0.00037399553271634403,0.0004987202764544281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownfield,en,#covid,14385676,0.78,0.43,0.38,0.19,0.78,0.78,0.22,0.11,0.994900945910569,0.002855552174333231,0.09928987481219276,0.01608242719184853,0.055919564098908386,0.007842955545610956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TribunaSal,es,#covid,305172448,0.91,0.04,0.46,0.0,0.91,0.91,0.73,0.07,0.9993032622717624,0.013331759362568507,0.29190574725262103,0.1304843738118774,0.04806359163820375,0.004105601884650512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IndieAngles,en,#covid,1446076069803708431,0.78,0.41,0.51,0.45,0.78,0.78,0.35,0.32,0.9993258139908973,0.33333226983957337,0.12424446279789068,0.0,0.0014381264683457206,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Majkenhb,en,#covid,518899519,0.95,0.95,0.19,0.12,0.45,0.95,0.02,0.0,0.9990673365946589,0.014046046216311822,0.047977809066574076,0.2979621321572504,0.01472219983759089,0.17521177321274625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DannyG158,en,#covid,57363765,0.88,0.88,0.42,0.04,0.37,0.88,0.0,0.05,0.9992046970657532,0.016427002395456202,0.176374774535572,0.1901376321192305,0.005176015521847745,0.012031474248840688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swissPharmaBro,es,#covid,1364466893181050883,1.0,0.0,1.0,0.30238095238095236,0.91,1.0,0.88,0.4389136798088411,0.9986219795678271,1.0785731491524046e-05,6.382574041050163e-06,0.0007603984487871645,2.066273661416265e-06,4.8774599164247245e-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ClearwaterBK,en,#covid,3359231747,0.77,0.77,0.22,0.03,0.54,0.77,0.02,0.05,0.9971321467659573,0.028569878909092548,0.08555074593142818,0.07505132689529313,0.0035932498972028855,0.11209378379927301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harley62,en,#covid,35601007,0.95,0.95,0.17,0.12,0.43,0.95,0.0,0.02,0.9946505114351409,0.006188890825135364,0.06361000940791414,0.5578663219527032,0.028351340908292576,0.02534572045570108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyenews13,zh,#covid,1060216575838498817,0.97,0.0,0.35,0.02,0.97,0.97,0.77,0.32,0.9992472772347492,0.0026174565564187928,0.020158721851252837,0.002167135579043419,0.00021902500811012412,2.4387299582123623e-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noxa_nonne,en,#covid,4492489754,0.81,0.81,0.4,0.18,0.6,0.81,0.05,0.06,0.9993546738832167,0.07380804631283579,0.23880400774589186,0.15595772184624743,0.008461390643499607,0.2401588100948788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davidjose_1998,es,#covid,1332140730190622720,0.87,0.23,0.66,0.44,0.87,0.87,0.26,0.1,0.9654009317171793,0.009998420711766374,0.10481590741693399,0.03463614934225534,0.0016013620875976057,0.0013851986162646216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
alamanzon,es,#covid,1069897550122151936,0.87,0.2,0.42,0.26,0.87,0.87,0.38,0.06,0.9942023157303761,0.009998420711766374,0.035374778365116426,0.002509314880997643,6.198820984248795e-05,0.0414864546841296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deedoherty2,en,#covid,1117571415652409345,0.74,0.74,0.21,0.0,0.38,0.74,0.0,0.01,0.998333065235973,0.010950803183424127,0.040036610444699465,0.09676070260816667,0.00559340280145383,0.045101871847179426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hedelayneol,pt,#covid,1452299604679090176,0.85,0.11,0.85,0.36,0.84,0.85,0.65,0.47,0.6474653760144331,2.150003429767376e-05,7.659088849260196e-06,0.0003041593795148658,2.066273661416265e-06,1.9509839665698898e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CarrollynAragon,en,#covid,2735404548,0.99,0.99,0.21,0.05,0.55,0.99,0.0,0.01,0.9989864342735666,0.019998436664172774,0.19968776447791184,0.15850505664968442,0.0072815483828309185,0.2023255728881513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noticiasred1,es,#covid,4904061356,0.85,0.07,0.85,0.03,0.85,0.85,0.85,0.6,0.9992632053720403,0.0014984071522209333,0.005489013675303141,0.16858033609611436,0.007265018193539589,3.658094937318543e-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stefanausspieka,de,#covid,1435685470290198539,0.73,0.0,0.38,0.03,0.64,0.73,0.73,0.33,0.9786585038905659,0.00016745264807922433,0.00012382193639637315,0.0018249562770891947,1.8596462952746386e-05,6.0968248955309055e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DominiqueLARIV1,fr,#covid,1429167541612695559,0.75,0.14,0.48,0.33,0.75,0.75,0.13,0.06,0.9940644821462928,0.0049984127355631736,0.0021687986591488453,0.0015588168200136871,2.686155759841145e-05,0.0027935651671322607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Eva50685823,es,#covid,879816482368172033,0.82,0.82,0.19,0.02,0.42,0.82,0.0,0.01,0.9918864276499847,0.021665105989573843,0.2311130060264264,0.04604212607406281,0.0029713015251165895,0.17295472863642072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
h24news_it,it,#covid,1246011448842686467,0.94,0.02,0.32,0.02,0.91,0.94,0.94,0.34,0.9358777349873364,0.0014507880286380459,0.007541649486904872,0.0,3.099410492124398e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mauriceclaret1,fr,#covid,4895461989,0.75,0.75,0.44,0.01,0.52,0.75,0.0,0.04,0.9978208415733846,0.01166509003716744,0.021599907069721962,0.07520340658505056,0.0033122366792502733,0.009918314740049677,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
natespuewell,en,#covid,4822119385,0.85,0.85,0.3,0.0,0.38,0.85,0.01,0.0,0.9985477008285786,0.008093655768450869,0.10436912723406049,0.8128659417534788,0.05707874362296291,0.08003302040363419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LisaE500,en,#covid,1458615425659547654,0.81,0.11,0.81,0.18,0.65,0.81,0.43,0.58,0.7026562140236998,0.000284119500857299,6.893179964334176e-05,0.01262261424986693,2.4795283936995185e-05,1.9509839665698898e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chriss17031,fr,#covid,1355476599571931142,0.71,0.41,0.57,0.25,0.71,0.71,0.21,0.09,0.9995231021072453,0.04999848452139198,0.1644891451563284,0.06809368108889058,0.0022398406489752315,0.1697124371569774,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KanK53689067,th,#covid,1274684311745163264,0.87,0.01,0.74,0.36,0.87,0.87,0.16,0.1,0.6197619295440137,5.554770765943841e-05,0.00024892038760095634,0.0007223785263478062,0.0,0.006502873433573263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gulli28,en,#covid,1159321145406943232,0.89,0.89,0.62,0.44,0.72,0.89,0.05,0.03,0.9840120927679948,0.002855552174333231,0.03668958861757276,0.4083719869211467,0.022212441860224853,0.044823856631943215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silvia44272794,es,#covid,1444870821382696960,0.89,0.12,0.51,0.2,0.89,0.89,0.03,0.14,0.9931551589817347,0.0014745975904294896,0.001132268634882299,0.0017869363546498364,3.099410492124398e-05,0.0016656525614590434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
milagros_darias,es,#covid,1459254685790093314,0.86,0.02,0.65,0.31,0.86,0.86,0.21,0.66,0.6499019079069797,0.00010554778742147042,2.425378135599062e-05,0.0007984183712265227,1.0331368307081327e-05,5.1213329122459604e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
susan_borts,en,#covid,2409414559,0.89,0.89,0.4,0.07,0.53,0.89,0.02,0.03,0.9988057051118281,0.10237952046256836,0.455304748762738,0.08767394114516007,0.0066699313790517046,0.22067823518867843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick_B_Sojo,es,#covid,3095216644,0.95,0.13,0.49,0.39,0.95,0.95,0.51,0.09,0.988638349277241,0.005712699589306488,0.021699475224762343,0.0017869363546498364,2.272901027557892e-05,0.019793951705830638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
smudge1,en,#covid,14931578,0.81,0.81,0.11,0.03,0.32,0.81,0.01,0.0,0.9996093663755444,0.021427010371659404,0.1964760532204554,0.19021367196410918,0.004911532493186463,0.28912119146590837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moontiger5735,en,#covid,1881402330,0.83,0.83,0.22,0.1,0.5,0.83,0.04,0.01,0.9993401650848922,0.026188922729948164,0.398125820958586,0.05874078016880845,0.007045993185429465,0.8598486280314938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wearenotmachin1,en,#covid,1303320966320226304,0.81,0.2,0.81,0.36,0.42,0.81,0.01,0.15,0.9875120249551331,0.0001317383053920586,0.0008373937141857814,0.015778267812333664,8.058467279523435e-05,1.8290474686592716e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEOsourceFr,fr,#covid,1063880304241328128,0.71,0.71,0.15,0.0,0.21,0.71,0.0,0.0,0.9941666745518831,0.013807950598397383,0.0923852062145847,0.10166527260284389,0.004901201124879381,0.02926963695846477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ThomasRodrigiez,es,#covid,1450283148340760582,0.82,0.2,0.48,0.44,0.82,0.82,0.15,0.08,0.7589323732293747,0.0012126924107236077,0.003796355039616637,0.0005322789141510152,1.2397641968497592e-05,0.003643462557569269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CaroAx9,es,#covid,1441109098620063758,0.79,0.08,0.39,0.34,0.79,0.79,0.16,0.23,0.8565647581288697,0.0007126916131032876,0.0005654960600370444,0.0006463386814690898,1.4463915629913857e-05,0.0005913920148664978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nokomaq,en,#covid,4789822643,0.91,0.91,0.21,0.02,0.54,0.91,0.01,0.03,0.9932557743440288,0.0195222454283439,0.3456993577854,0.29492053836210175,0.014577560681291752,0.09434470716340344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kk79156325,ja,#covid,1413068086169591809,0.94,0.16,0.83,0.08,0.94,0.94,0.83,0.47,1.0,0.008093655768450869,0.006154077890380567,0.08265531138316477,0.0016840130340542562,4.267777426871634e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ktina_mejia,es,#covid,736692957852667904,0.71,0.71,0.23,0.01,0.57,0.71,0.0,0.01,0.9969690804891358,0.028569878909092548,0.4007056573859785,0.13945707550756598,0.007748526230310995,0.2809965626101239,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
anuschka_ann,de,#covid,1359412158094843906,0.75,0.41,0.59,0.22,0.75,0.75,0.06,0.05,0.9946069850401673,0.04285561598395883,0.03595176305842736,0.10706410158923275,0.004124282228186865,0.04343743865069949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sindicatoNo1Chp,es,#covid,1451530314069729281,0.81,0.09,0.77,0.56,0.81,0.81,0.58,0.57,0.628623651233721,6.261914751149722e-06,1.2765148082100327e-06,0.0003041593795148658,4.13254732283253e-06,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DgoHospital450,es,#covid,790573428088504320,0.73,0.23,0.42,0.09,0.73,0.73,0.09,0.0,0.9930327804219538,0.0026174565564187928,0.03678532722818851,0.07227587255721998,0.0052380037316902325,0.014509223886384448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amaricano11,th,#covid,1366594146304069635,0.86,0.22,0.47,0.27,0.86,0.86,0.05,0.07,0.9852361937744639,0.004046030263905421,0.00781737668547824,0.016842825640635693,0.0009174255056688218,0.007535675570876199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JessiehEngland,en,#covid,1313188916011446277,0.72,0.72,0.32,0.24,0.61,0.72,0.04,0.06,0.9949785364407394,0.008807942622194184,0.01998128629291164,0.07440498821382405,0.0030787477555102353,0.059648896047916164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
